Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude
958980,0,71,2,2,1,1,0,0,1,0,Pinheiros/São Paulo,sale,apartment,-23.567093,-46.685543
955000,429,210,3,4,2,1,0,0,1,0,Socorro/São Paulo,sale,apartment,-23.687424,-46.703189
955000,850,125,4,2,1,2,1,0,1,0,Vila Guilherme/São Paulo,sale,apartment,0,0
955000,700,104,3,4,3,2,1,1,1,0,Água Rasa/São Paulo,sale,apartment,-23.5637103,-46.5743252
955000,654,124,3,2,1,2,0,1,0,0,Vila Formosa/São Paulo,sale,apartment,-23.5661481,-46.5584276
954000,1180,100,3,4,3,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624773,-46.689663
954000,875,201,3,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5285179,-46.6321348
954000,1200,106,3,2,1,2,0,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5402332,-46.7156066
954000,2300,190,3,3,1,2,0,0,0,0,Santana/São Paulo,sale,apartment,-23.4922996,-46.630392
953000,896,96,3,3,1,2,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.537358,-46.681474
951600,0,118,3,3,0,2,1,0,1,1,Perdizes/São Paulo,sale,apartment,-23.544472,-46.676697
950000,0,113,3,2,1,1,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.612659,-46.678737
950000,770,70,2,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.62339,-46.694729
950000,1075,138,2,2,1,2,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.546764,-46.643184
950000,1500,170,3,2,1,2,1,0,1,0,Tremembé/São Paulo,sale,apartment,-23.4619,-46.618957
950000,1300,197,4,4,3,2,1,0,0,0,Água Rasa/São Paulo,sale,apartment,-23.573746,-46.565824
950000,0,220,3,2,1,2,0,0,0,0,Belém/São Paulo,sale,apartment,-23.540212,-46.585702
950000,0,223,3,4,3,4,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.55324,-46.535275
950000,0,152,3,3,2,4,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.499466,-46.449633
950000,1250,108,3,3,1,1,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.566507,-46.65776
950000,1375,130,3,5,3,2,1,1,1,0,Santo Amaro/São Paulo,sale,apartment,-23.651386,-46.718696
950000,0,73,2,2,1,1,1,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.555071,-46.680008
950000,1650,167,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,0,0
950000,796,103,3,1,0,1,1,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5696523,-46.6558895
950000,0,106,3,2,1,2,0,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5396329,-46.7130905
950000,900,105,3,2,1,2,0,1,1,0,Perdizes/São Paulo,sale,apartment,-23.5293346,-46.6889696
950000,1100,110,3,2,1,3,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5694342,-46.5907483
950000,1700,98,2,2,1,1,1,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.580812,-46.679977
950000,0,106,3,2,1,2,0,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.539404,-46.713114
950000,900,86,3,3,1,2,1,1,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.539941,-46.717728
950000,740,134,4,5,2,2,1,0,1,0,Lapa/São Paulo,sale,apartment,-23.515726,-46.713367
950000,800,106,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5430151,-46.6533012
949999,850,104,2,2,1,2,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,-23.566046,-46.556038
949000,790,135,3,4,3,2,0,1,1,0,Santana/São Paulo,sale,apartment,-23.4830307,-46.6317541
945000,825,72,1,2,1,2,1,1,1,0,Moema/São Paulo,sale,apartment,-23.603549,-46.668704
945000,1200,106,3,2,1,2,0,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5402332,-46.7156066
945000,730,99,3,4,3,2,1,0,1,0,Vila Leopoldina/São Paulo,sale,apartment,-23.529075,-46.725799
945000,1837,200,3,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5285179,-46.6321348
942272,0,71,2,2,1,1,1,0,1,0,Pinheiros/São Paulo,sale,apartment,-23.567003,-46.685842
940000,0,112,3,2,1,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.5618763,-46.60120773
940000,900,102,3,3,1,2,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.529705,-46.66279
940000,1180,104,3,2,1,2,1,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.54029,-46.716024
940000,1180,104,3,4,1,2,1,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.54029,-46.716024
940000,900,102,3,2,1,2,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5297051,-46.6627904
940000,0,121,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.4784191,-46.6375521
940000,1180,100,3,1,0,2,1,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5402332,-46.7156066
940000,890,126,3,5,3,3,1,0,1,0,Santana/São Paulo,sale,apartment,-23.500761,-46.640402
940000,850,112,3,2,1,2,0,1,1,0,Água Rasa/São Paulo,sale,apartment,-23.558256,-46.572801
939000,1500,122,3,4,3,3,1,1,1,0,Tucuruvi/São Paulo,sale,apartment,-23.482592,-46.612588
932000,600,88,3,3,1,2,1,0,1,0,Vila Leopoldina/São Paulo,sale,apartment,-23.526209,-46.731915
930000,1063,90,3,2,1,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.549297,-46.653856
930000,1000,160,3,4,1,2,1,0,1,0,Água Rasa/São Paulo,sale,apartment,-23.55736,-46.57533
930000,1400,138,3,4,3,2,1,1,1,0,Vila Andrade/São Paulo,sale,apartment,-23.629138,-46.739344
930000,1200,99,4,2,1,2,0,0,1,0,Vila Mariana/São Paulo,sale,apartment,-23.593823,-46.62706
930000,1300,135,3,3,2,3,0,0,0,0,Rio Pequeno/São Paulo,sale,apartment,-23.561699,-46.757
930000,670,66,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.544408,-46.691265
930000,820,92,2,3,2,2,1,0,1,0,Santana/São Paulo,sale,apartment,-23.494921,-46.632484
930000,2000,127,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538683,-46.6590351
930000,580,117,3,2,1,2,0,1,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.6417909,-46.7201965
929900,850,94,2,3,2,2,1,1,1,0,Barra Funda/São Paulo,sale,apartment,-23.517615,-46.665062
929500,680,92,3,3,1,2,1,0,1,0,Vila Mariana/São Paulo,sale,apartment,-23.601582,-46.633121
928000,1100,97,3,2,1,1,1,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.545566,-46.693608
927000,820,140,3,2,1,3,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.556407,-46.606371
926012,700,79,2,2,1,2,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6251021,-46.6930767
925000,1000,92,2,2,1,1,0,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.562064,-46.6892542
925000,1175,112,2,2,1,1,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.554989,-46.682797
925000,700,95,3,2,1,2,0,0,0,0,Cidade Dutra/São Paulo,sale,apartment,-23.6417909,-46.7201965
924000,0,55,2,3,2,1,1,0,1,0,Jardim Paulista/São Paulo,sale,apartment,-23.569703,-46.652037
924000,765,85,2,3,2,2,1,0,1,0,Vila Mariana/São Paulo,sale,apartment,-23.57923,-46.637723
921700,1500,135,4,4,2,2,1,0,1,0,Penha/São Paulo,sale,apartment,-23.532077,-46.569315
920368,1250,123,3,2,1,2,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5346449,-46.5689236
920000,900,112,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5616363,-46.6015043
920000,1211,180,3,3,1,2,1,1,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714221,-46.704675
920000,1211,180,3,3,1,2,1,1,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714221,-46.704675
920000,1200,100,2,1,0,1,1,0,0,0,Moema/São Paulo,sale,apartment,-23.602056,-46.6705408
919990,701,126,3,4,3,2,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.549196,-46.595386
918550,536,67,1,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5522315,-46.6569042
917000,670,119,3,4,3,2,0,0,1,0,Belém/São Paulo,sale,apartment,-23.545925,-46.585984
915000,756,30,3,1,0,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5582057,-46.595508
915000,1000,130,3,2,1,1,1,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5715181,-46.6523837
915000,807,110,4,3,1,3,1,0,1,0,Tatuapé/São Paulo,sale,apartment,-23.549773,-46.553708
915000,1500,135,4,4,2,2,1,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.532077,-46.569315
915000,780,108,3,3,2,2,1,0,1,0,Ipiranga/São Paulo,sale,apartment,-23.592853,-46.599382
910000,1100,135,3,3,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.619222,-46.674575
910000,1100,99,2,4,1,2,0,0,0,0,Moema/São Paulo,sale,apartment,-23.605359,-46.673665
910000,1300,100,3,3,1,2,1,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5213408,-46.6683455
909717,0,85,3,2,1,2,0,0,1,0,Ipiranga/São Paulo,sale,apartment,-23.5755635,-46.6064471
907000,950,123,4,4,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532896,-46.568899
905000,0,247,3,4,3,3,0,0,1,0,Belém/São Paulo,sale,apartment,-23.539541,-46.586314
905000,1530,107,3,3,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5638745,-46.6446558
901000,1415,98,3,3,2,2,0,0,1,0,Perdizes/São Paulo,sale,apartment,-23.5331445,-46.6844115
900000,800,120,3,3,2,3,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5655354,-46.6018887
900000,970,112,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5564048,-46.606369
900000,700,116,2,2,1,1,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.566084,-46.650795
900000,820,96,2,3,2,2,1,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.521297,-46.648039
900000,639,60,2,2,1,2,1,0,1,1,Consolação/São Paulo,sale,apartment,-23.549335,-46.654608
900000,1270,150,3,3,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.540276,-46.655536
900000,0,133,3,3,2,2,1,0,1,0,Tucuruvi/São Paulo,sale,apartment,-23.475741,-46.612531
900000,450,90,2,3,1,1,0,1,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
900000,950,109,3,4,3,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.635909,-46.66416
900000,0,65,2,1,2,1,1,0,1,1,Jardim Paulista/São Paulo,sale,apartment,-23.566082,-46.656536
900000,916,60,2,2,1,2,1,0,1,0,Jardim Paulista/São Paulo,sale,apartment,-23.571803,-46.656846
900000,1167,99,2,3,1,1,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.534272,-46.664846
900000,1554,192,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5458801,-46.6431665
900000,1000,147,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.4764072,-46.6287316
900000,992,83,2,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,sale,apartment,-23.5804172,-46.6759343
900000,715,100,2,1,0,1,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5699535,-46.6556607
900000,1100,80,2,1,0,1,0,0,1,0,Moema/São Paulo,sale,apartment,-23.6041196,-46.6643008
900000,1500,90,2,3,2,1,0,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.551747,-46.6982752
900000,1150,140,3,2,1,2,0,1,0,0,Perdizes/São Paulo,sale,apartment,-23.5338729,-46.6734772
900000,450,72,2,2,1,1,0,0,1,0,Pinheiros/São Paulo,sale,apartment,-23.5619746,-46.6748447
900000,0,117,3,2,1,1,1,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.5565166,-46.6745435
900000,0,160,3,3,1,2,0,0,0,0,Santana/São Paulo,sale,apartment,-23.500231,-46.62651
900000,0,184,3,4,3,4,1,0,1,0,Vila Andrade/São Paulo,sale,apartment,-23.630968,-46.733197
900000,850,108,3,3,1,1,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.537595,-46.674893
900000,0,167,3,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5678418,-46.6351159
900000,980,245,4,3,1,1,1,1,0,0,República/São Paulo,sale,apartment,-23.5435717,-46.6464155
900000,0,143,3,2,1,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.484835,-46.6257766
900000,1200,130,3,2,1,3,0,1,1,0,Água Rasa/São Paulo,sale,apartment,-23.5561828,-46.5695448
900000,0,125,3,2,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.549214,-46.5397515
900000,0,130,4,1,0,4,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,-23.5642821,-46.5576493
899999,690,119,3,4,3,2,1,0,1,0,Belém/São Paulo,sale,apartment,-23.546078,-46.588479
899999,700,132,4,4,3,3,0,0,0,0,Tatuapé/São Paulo,sale,apartment,-23.532057,-46.580338
899000,700,75,2,2,1,1,1,1,0,0,Liberdade/São Paulo,sale,apartment,-23.564262,-46.639887
899000,700,71,2,2,1,1,1,0,1,0,Pinheiros/São Paulo,sale,apartment,-23.548677,-46.68787
898000,1500,135,4,4,2,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.532896,-46.568899
898000,1500,135,3,4,3,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
898000,1500,135,4,4,2,2,1,1,1,0,Vila Guilherme/São Paulo,sale,apartment,-23.532907,-46.568976
898000,1136,110,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.534627,-46.657863
896000,600,130,3,2,1,4,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,-23.5642821,-46.5576493
895000,600,96,3,2,1,2,0,1,1,0,Sé/São Paulo,sale,apartment,-23.55529,-46.570071
895000,972,110,3,2,1,1,0,0,1,0,Perdizes/São Paulo,sale,apartment,-23.5326172,-46.6661905
894000,1042,100,3,2,1,2,0,0,1,0,Moema/São Paulo,sale,apartment,-23.608335,-46.659076
890000,1996,127,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538606,-46.659019
890000,750,124,4,2,1,2,0,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.566718,-46.558229
890000,1070,91,3,2,1,2,1,1,1,0,Cambuci/São Paulo,sale,apartment,-23.571133,-46.626032
890000,1700,120,3,4,1,1,1,0,1,0,Moema/São Paulo,sale,apartment,-23.602532,-46.670058
890000,1297,124,3,4,3,3,1,1,1,0,Vila Andrade/São Paulo,sale,apartment,-23.634461,-46.730311
890000,800,104,3,3,1,2,1,0,1,0,Vila Sônia/São Paulo,sale,apartment,-23.591303,-46.729153
890000,1400,203,3,4,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.531008,-46.6491531
890000,0,120,3,4,3,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.47870064,-46.63315201
890000,1300,84,2,2,1,1,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5729623,-46.6590118
890000,1500,80,2,2,1,2,0,1,1,0,Moema/São Paulo,sale,apartment,-23.6056248,-46.6586717
890000,1300,92,3,2,1,2,1,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.560741,-46.553746
890000,0,127,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538683,-46.6590351
890000,0,92,3,2,1,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.5113123,-46.6556428
890000,1500,126,3,4,3,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.477656,-46.6324771
890000,790,113,3,2,1,2,0,1,1,0,Água Rasa/São Paulo,sale,apartment,0,0
890000,1000,125,2,3,2,2,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.5442291,-46.541322
890000,1100,115,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,sale,apartment,-23.5794,-46.6063968
885000,760,72,2,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6140789,-46.6886764
885000,1500,135,3,4,3,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
883500,700,57,1,2,1,1,0,1,0,0,Pinheiros/São Paulo,sale,apartment,-23.56412,-46.695492
882000,0,92,3,2,1,2,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.5505199,-46.6333094
881000,800,74,1,2,1,1,0,0,1,0,Santo Amaro/São Paulo,sale,apartment,-23.633192,-46.691038
880000,0,118,3,4,3,2,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.558443,-46.593451
880000,650,102,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5485189,-46.5945998
880000,1700,128,3,3,2,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539413,-46.660519
880000,1200,123,3,5,3,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.478763,-46.633197
880000,1200,180,4,4,3,2,1,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714197,-46.702117
880000,1200,180,4,4,3,2,1,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714197,-46.702117
880000,1200,185,4,4,3,2,0,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714221,-46.704675
880000,970,48,1,1,0,1,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.5589578,-46.6647445
880000,1150,122,3,2,1,1,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5716022,-46.6528257
880000,1200,95,1,2,1,2,0,1,1,0,Consolação/São Paulo,sale,apartment,-23.549695,-46.64376
880000,1200,84,2,2,1,1,0,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.555294,-46.677161
880000,490,96,3,2,1,2,0,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.6417909,-46.7201965
878700,0,112,3,3,1,3,1,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.524613,-46.65527
875000,720,100,3,4,2,2,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.512331,-46.658204
875000,0,100,3,3,1,2,1,1,1,0,Limão/São Paulo,sale,apartment,-23.505447,-46.670245
873000,950,123,3,4,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
870000,900,97,3,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6110106,-46.6825191
870000,1830,300,3,4,0,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5285179,-46.6321348
870000,1060,114,3,2,1,1,1,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5621363,-46.6468868
866000,0,73,2,2,1,1,1,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.555071,-46.680007
860000,1485,145,3,2,1,2,1,1,0,0,Aricanduva/São Paulo,sale,apartment,-23.536386,-46.540576
860000,800,95,3,2,1,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4762825,-46.630494
860000,1200,180,3,4,3,2,0,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-26.9225117,-49.0607072
859000,750,83,3,2,1,2,0,1,1,0,Barra Funda/São Paulo,sale,apartment,-23.5227727,-46.6552965
855000,990,121,3,3,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5699005,-46.6334929
852000,1400,100,3,3,2,2,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.6194287,-46.6651262
851063,570,54,1,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5516449,-46.6526485
851000,850,45,1,1,0,1,0,1,1,0,Jardim Paulista/São Paulo,sale,apartment,-23.5672912,-46.6553734
851000,990,85,3,4,1,2,1,0,1,0,Perdizes/São Paulo,sale,apartment,-23.537413,-46.681621
850000,700,110,3,4,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5676248,-46.5836587
850000,1680,116,3,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6120761,-46.6818755
850000,1500,120,2,2,1,1,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.567912,-46.64691
850000,820,85,2,2,1,1,0,1,0,0,Consolação/São Paulo,sale,apartment,-23.55151,-46.65325
850000,900,94,3,2,1,2,1,0,1,0,Sé/São Paulo,sale,apartment,-23.525499,-46.738791
850000,720,100,2,3,2,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.511883,-46.658423
850000,0,151,3,2,1,2,0,0,1,0,Tremembé/São Paulo,sale,apartment,-23.4619,-46.618957
850000,0,108,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
850000,0,125,3,3,1,2,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.497643,-46.452307
850000,1211,182,3,4,3,2,1,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714221,-46.704675
850000,1300,180,4,5,3,3,1,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714189,-46.704325
850000,1200,160,4,5,3,2,0,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.714221,-46.704675
850000,0,101,3,4,3,2,1,0,1,0,Cursino/São Paulo,sale,apartment,-23.608258,-46.61323
850000,800,126,4,5,2,2,1,0,0,0,Ipiranga/São Paulo,sale,apartment,-23.589788,-46.608882
850000,675,70,2,2,1,2,1,1,1,0,Moema/São Paulo,sale,apartment,-23.602395,-46.659991
850000,0,84,3,2,1,2,0,0,1,0,Sacomã/São Paulo,sale,apartment,-23.618728,-46.606512
850000,850,85,1,2,1,2,0,1,1,0,Vila Mariana/São Paulo,sale,apartment,-23.605099,-46.633507
850000,1300,94,3,3,2,2,1,1,1,0,Lapa/São Paulo,sale,apartment,-23.523738,-46.695323
850000,950,85,2,2,1,1,0,1,1,0,Lapa/São Paulo,sale,apartment,-23.532592,-46.70516
850000,720,108,5,4,1,2,1,1,1,0,Raposo Tavares/São Paulo,sale,apartment,-23.590947,-46.805219
850000,715,98,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,0,0
850000,716,90,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5676383,-46.6460527
850000,1063,90,3,2,1,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5492971,-46.6538564
850000,1000,118,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,0,0
850000,1100,86,2,3,2,1,0,0,0,0,Moema/São Paulo,sale,apartment,-23.6040448,-46.6664328
850000,1700,107,3,2,1,2,1,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5379196,-46.7179128
850000,850,120,3,2,1,1,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.5347169,-46.6776249
850000,600,112,3,1,0,1,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.536674,-46.6671099
850000,600,68,2,3,2,2,0,0,1,0,Pinheiros/São Paulo,sale,apartment,-23.5605884,-46.6791598
850000,700,70,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.547586,-46.692376
850000,872,109,3,2,1,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5613468,-46.6051833
850000,750,70,2,2,1,2,1,1,1,0,Barra Funda/São Paulo,sale,apartment,-23.515059,-46.687707
850000,0,106,3,2,1,2,1,1,1,0,Tremembé/São Paulo,sale,apartment,-23.450636,-46.623437
850000,1890,136,4,4,2,3,1,1,1,0,José Bonifácio/São Paulo,sale,apartment,-23.55052,-46.633309
850000,656,88,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5676323,-46.6460844
850000,910,110,2,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5509966,-46.647797
850000,1030,160,3,1,0,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5321781,-46.6520284
850000,500,88,2,2,1,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.5116028,-46.6556275
850000,0,148,3,4,3,3,0,0,0,0,Tucuruvi/São Paulo,sale,apartment,-23.4831728,-46.613678
850000,0,110,3,2,1,2,0,0,1,0,Vila Guilherme/São Paulo,sale,apartment,-23.5042489,-46.6009972
850000,1200,160,2,2,1,2,0,0,1,0,Água Rasa/São Paulo,sale,apartment,-23.5618983,-46.5780838
850000,830,114,3,3,1,2,0,1,1,0,Água Rasa/São Paulo,sale,apartment,-23.5698236,-46.5717586
850000,829,107,2,3,2,2,0,1,1,0,Campo Grande/São Paulo,sale,apartment,-23.664146,-46.691286
850000,1250,182,3,4,3,2,1,0,1,0,Cidade Dutra/São Paulo,sale,apartment,-23.7142218,-46.7046755
849800,1270,103,3,2,1,2,0,0,1,0,Perdizes/São Paulo,sale,apartment,-23.5373555,-46.679491
849100,780,90,3,2,1,3,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550353,-46.541792
849000,1200,95,1,2,1,2,0,1,1,0,Consolação/São Paulo,sale,apartment,-23.5496953,-46.64376
849000,0,78,2,2,1,2,1,0,1,0,Vila Mariana/São Paulo,sale,apartment,-23.606819,-46.638186
848000,1300,120,3,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5642199,-46.6445031
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.619701,-46.678965
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624752,-46.683948
845000,949,80,2,3,2,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.5577697,-46.6553083
842500,1150,109,3,4,1,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.602787,-46.645559
840000,1760,310,3,3,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.545905,-46.64291
840000,850,105,2,3,2,2,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,-23.561764,-46.539644
840000,1685,75,1,2,1,1,0,0,1,0,Itaim Bibi/São Paulo,sale,apartment,-23.58004,-46.676901
840000,865,91,3,4,1,2,1,0,1,0,Vila Mariana/São Paulo,sale,apartment,-23.60173,-46.629348
840000,1256,124,2,2,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.554719,-46.6566922
840000,1200,96,2,1,0,1,0,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.5631888,-46.6772897
840000,1287,107,3,2,1,1,0,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.553449,-46.6739226
840000,0,142,3,4,3,3,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.4810332,-46.6343905
840000,1300,181,3,4,3,2,0,0,0,0,Cidade Dutra/São Paulo,sale,apartment,-23.7142218,-46.7046755
836893,0,68,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.549871,-46.693105
835000,1200,126,3,4,1,3,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.501952,-46.642914
835000,500,103,2,4,2,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.568468,-46.624477
